bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,years_since_publication
31314,Barnyard Dance,Sandra Boynton,4.25,1563054426,9781563054426,en-US,24,21265,480,Workman Publishing Company,30.0
31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,006091646X,9780060916466,eng,255,7368,185,William Morrow Paperbacks,34.0
31318,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.94,0553525638,9780553525632,eng,3,34,3,Random House Audio,24.0
31331,Blood Canticle (The Vampire Chronicles #10),Anne Rice,3.72,0099460173,9780099460176,eng,400,19036,325,Arrow,19.0
31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,0345434803,9780345434807,eng,457,59191,710,Ballantine Books,23.0
31333,Violin,Anne Rice,3.28,8466302204,9788466302203,eng,289,15886,405,Distribooks,21.0
31335,Cry to Heaven,Anne Rice,3.85,0345396936,9780345396938,eng,566,18067,558,Ballantine Books,28.0
31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,0099471434,9780099471431,eng,400,49367,661,Arrow Books,19.0
31341,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,0099271494,9780099271499,eng,752,28012,436,Arrow,21.0
31345,Hot Stuff (Cate Madigan #1),Janet Evanovich,3.74,0312941463,9780312941468,en-US,281,9285,404,St. Martin's Press,16.0
31350,Lovelock (Mayflower Trilogy  #1),Orson Scott Card,3.47,031287751X,9780312877514,en-US,288,2150,85,St. Martins Press-3PL,22.0
31351,Treasure Box,Orson Scott Card,3.33,006109398X,9780061093982,eng,384,3646,189,Harper,26.0
31352,Songmaster,Orson Scott Card,3.74,0312876629,9780312876623,en-US,352,6399,286,Orb Books,21.0
31353,Stone Tables,Orson Scott Card,3.87,1573456632,9781573456630,eng,448,1726,133,Shadow Mountain,23.0
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,023112189X,9780231121897,en-US,192,4,0,Columbia University Press,23.0
31358,Hart's Hope,Orson Scott Card,3.47,0425058190,9780425058190,eng,261,24,4,Berkley,40.0
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,0765304740,9780765304742,eng,370,84877,1989,Tor Books,21.0
31361,Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01,0765308401,9780765308405,eng,675,2940,121,Orb Books,19.0
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,158297103X,9781582971032,eng,140,3408,264,Writer's Digest Books,22.0
31364,What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56,0060545623,9780060545628,eng,560,6669,668,Harper,17.0
31365,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04,0060545615,9780060545611,eng,784,9952,529,Harper,17.0
31366,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.05,0553575090,9780553575095,eng,716,8028,289,Bantam Books,25.0
31371,Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,0736904891,9780736904896,eng,160,80,14,Harvest House Publishers,22.0
31378,A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,0736904948,9780736904940,eng,160,13,1,Harvest House Publishers,22.0
31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4.0,0736908161,9780736908160,eng,160,22,4,Harvest House Publishers,18.0
31384,Loving God with All Your Mind,Elizabeth George,4.43,0736913823,9780736913829,en-US,304,1488,77,Harvest House Publishers,18.0
31386,Ariel Sharon: A Life,Nir Hefez,3.72,1400065879,9781400065875,en-US,490,40,6,Random House  Inc.,17.0
31389,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53,0736910190,9780736910194,en-GB,166,14,1,Harvest House Publishers,21.0
31401,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,4.69,0736911685,9780736911689,eng,160,9,1,Harvest House Publishers,19.0
31414,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren,3.92,0786718617,9780786718610,eng,280,639,75,Da Capo Press,17.0
31420,The Journals of Sylvia Plath,Sylvia Plath,4.31,0571205216,9780571205219,eng,752,106,9,Faber & Faber,10.0
31421,Letters Home,Sylvia Plath,4.2,0571201156,9780571201150,eng,502,2373,63,Faber & Faber,24.0
31434,The Poetry of Sylvia Plath,Claire Brennan,4.25,0231124279,9780231124270,eng,202,27,0,Columbia University Press,22.0
31437,Black Boy,Richard Wright,4.05,0060834005,9780060834005,en-US,432,88,12,Harper,18.0
31441,Angry Black White Boy,Adam Mansbach,3.55,1400054877,9781400054879,eng,352,614,77,Broadway Books,18.0
31442,Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster,3.73,0758207743,9780758207746,eng,278,2164,70,Brava,19.0
31456,The Twits,Roald Dahl,3.96,0141318309,9780141318301,eng,96,98823,2552,Puffin Books,19.0
31462,Far from the Madding Crowd,Thomas Hardy,3.94,0451528565,9780451528568,eng,400,340,33,Signet Classics,21.0
31463,Far From the Madding Crowd,Thomas Hardy,3.94,0141439653,9780141439655,eng,433,104912,3811,Penguin Books,20.0
31465,Far From the Madding Crowd,Thomas Hardy,3.94,019280149X,9780192801494,eng,496,112,17,Oxford University Press,21.0
31466,Far from the Madding Crowd,Thomas Hardy,3.94,0140620478,9780140620474,en-GB,374,320,42,Penguin Books,29.0
31472,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot,3.96,0393092100,9780393092103,eng,578,47,10,W. W. Norton & Company,46.0
31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,1591024501,9781591024507,en-US,328,1250,144,Prometheus Books,17.0
31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,0380813734,9780380813735,eng,294,3351,147,Harper Paperbacks,23.0
31478,Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull,3.46,0534613039,9780534613037,en-US,172,27,1,Wadsworth Publishing Company,20.0
31481,Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows,3.79,043974685X,9780439746854,en-US,80,2042,59,Scholastic Paperbacks,17.0
31482,Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows,3.82,0439744660,9780439744669,en-US,67,2364,67,Little Apple,18.0
31483,Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows,3.83,0439746841,9780439746847,en-US,80,2267,82,Scholastic Paperbacks,18.0
31484,Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows,3.86,0439746868,9780439746861,en-US,80,2263,82,Scholastic Paperbacks,17.0
31486,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows,3.84,043973861X,9780439738613,en-US,65,4334,319,Scholastic Inc.,18.0
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,0618056734,9780618056736,eng,352,9377,189,Mariner Books,23.0
31488,The Rainbow Goblins,Ul De Rico,4.42,0500277591,9780500277591,eng,32,1417,149,Thames  Hudson,45.0
31490,The Serpent and the Rainbow,Wade Davis,3.91,0684839296,9780684839295,en-US,304,3373,293,Simon  Schuster,26.0
31491,The Rainbow,D.H. Lawrence,3.69,0451530306,9780451530301,eng,544,15840,462,Signet,14.0
31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,0345452887,9780345452887,eng,560,13592,897,Ballantine Books,19.0
31502,The Scarlet Pimpernel,Emmuska Orczy,4.07,0743487745,9780743487740,en-US,358,348,67,Simon  Schuster,19.0
31505,Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,0899664598,9780899664590,eng,256,15,0,Buccaneer Books,40.0
31507,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,0764228498,9780764228490,eng,239,10835,311,Bethany House Publishers,20.0
31548,Of Human Bondage,W. Somerset Maugham,4.13,0451530179,9780451530172,eng,684,37531,2201,Signet,16.0
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.26,0688172172,9780688172176,eng,352,15190,532,William Morrow Paperbacks,24.0
31569,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford,4.18,1579652522,9781579652524,eng,416,631,23,Artisan,18.0
31570,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,0195172418,9780195172416,eng,315,753,111,Oxford University Press  USA,17.0
31573,50 Great Curries of India,Camellia Panjabi,4.15,1904920357,9781904920359,eng,224,209,29,Kyle Books,18.0
31578,Curries Without Worries,Sudha Koul,3.93,0446670782,9780446670784,eng,160,35,4,Grand Central Publishing,27.0
31580,In Search of Duende,Federico García Lorca,4.3,0811213765,9780811213769,eng,99,616,36,New Directions,25.0
31582,The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,0811200914,9780811200912,mul,180,236,23,New Directions Publishing Corporation,68.0
31591,Lorca & Jimenez: Selected Poems,Federico García Lorca,4.34,0807062138,9780807062135,eng,208,114,8,Beacon Press,26.0
31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,337901706X,9783379017060,ger,371,2,0,Reclam  Leipzig,23.0
31611,Seminar on Nietzsche's Zarathustra,C.G. Jung,4.38,0691017387,9780691017389,eng,352,19,2,Princeton University Press,26.0
31615,The Polar Express,Chris Van Allsburg,4.3,061861169X,9780618611690,en-US,32,88,13,HMH Books for Young Readers,18.0
31619,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss,3.62,061847790X,9780618477906,eng,128,55,7,HMH Books for Young Readers,19.0
31623,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,0425198731,9780425198735,eng,467,31942,732,Berkley,19.0
31626,The Gift of the Magi and Other Short Stories,O. Henry,4.15,0486270610,9780486270616,eng,96,4616,133,Dover Publications,31.0
31628,James and the Giant Peach,Roald Dahl,4.01,0553150324,9780553150322,eng,154,215,16,Bantam Skylark,45.0
31637,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84,0140817786,9780140817782,eng,208,9,0,Penguin Classics,23.0
31638,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,1844164039,9781844164035,eng,768,1691,67,Games Workshop,15.0
31641,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole,3.88,1593076193,9781593076191,eng,288,325,12,Dark Horse Comics,17.0
31644,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,1844164160,9781844164165,eng,767,790,37,Games Workshop(uk),17.0
31647,James and the Giant Peach,Roald Dahl,4.01,0141311355,9780141311357,eng,160,1251,91,Puffin,25.0
31648,James and the Giant Peach: a Play,Richard R. George,4.0,0142407917,9780142407912,en-GB,91,344,22,Puffin Books,16.0
31649,James & The Giant Peach (Disney's),Roald Dahl,4.03,0140382976,9780140382976,eng,48,1073,32,Puffin,27.0
31659,The Progress of Love,Alice Munro,4.14,0375724702,9780375724701,eng,320,2128,115,Vintage,23.0
31669,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh,3.83,0192840746,9780192840745,eng,352,892,33,Oxford University Press,21.0
31670,The Jane Austen Cookbook,Maggie Black,3.93,0771014171,9780771014178,eng,128,275,26,McClelland & Stewart,21.0
31672,The Complete Novels,Jane Austen,4.55,0143039504,9780143039501,eng,1278,425,39,Penguin Classics,17.0
31673,The Cambridge Companion to Jane Austen,Edward Copeland,4.09,0521498678,9780521498678,en-US,251,320,21,Cambridge University Press,26.0
31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,075821037X,9780758210371,eng,303,1745,229,Kensington,17.0
31678,Jane Austen: A Life,Carol Shields,3.85,0143035169,9780143035169,eng,192,2279,173,Penguin Books,18.0
31692,The Complete Novels of Jane Austen,Jane Austen,4.55,1840220554,9781840220551,eng,1431,924,28,Wordsworth Editions,18.0
31693,Persuasion,Jane Austen,4.14,0141439688,9780141439686,eng,325,5236,544,Penguin Classics,20.0
31694,The History of England,Jane Austen,3.89,1565120558,9781565120556,eng,60,991,88,Algonquin Books,30.0
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,0553578170,9780553578171,eng,320,1999,112,Bantam,14.0
31698,Dante: Poet of the Secular World,Erich Auerbach,4.25,1590172191,9781590172193,eng,202,169,13,NYRB Classics,16.0
31722,Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,1400092965,9781400092963,spa,224,141,17,Debolsillo,19.0
31728,Silent Running,James F. Calvert,4.17,047119705X,9780471197058,eng,320,344,28,Wiley,26.0
31740,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,9681317084,9789681317089,spa,157,90,7,Editorial Diana,19.0
31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez,3.78,067972205X,9780679722052,eng,128,462,44,Vintage,34.0
31761,El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32,9875801445,9789875801448,spa,445,66,4,Planeta,17.0
31763,Zur Genealogie der Moral,Friedrich Nietzsche,4.11,3150071232,9783150071236,ger,187,103,4,Reclam,25.0
31784,Nietzche and Philosophy,Gilles Deleuze,4.17,0231138768,9780231138765,eng,256,50,1,Columbia University Press,17.0
31785,The Will to Power,Friedrich Nietzsche,4.05,0394704371,9780394704371,eng,575,7931,132,Vintage Books,12.0
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,0671739166,9780671739164,eng,704,10553,550,Pocket Books,32.0
31800,The Oxford Companion to Philosophy,Ted Honderich,4.15,0199264791,9780199264797,en-GB,1056,51,3,Oxford University Press  USA,18.0
31802,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,1405161604,9781405161602,eng,273,1135,37,Blackwell Publishers,17.0
31804,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris,3.87,0812695739,9780812695731,en-US,300,754,38,Open Court,18.0
31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin,3.47,0812694333,9780812694338,eng,256,2039,135,Open Court,22.0
31814,Philosophy for Dummies,Tom Morris,3.65,0764551531,9780764551536,eng,361,532,47,For Dummies,24.0
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,0156717204,9780156717205,eng,272,33697,402,Mariner Books,46.0
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett,4.48,0812694554,9780812694550,eng,243,11422,78,Open Court,19.0
31822,Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,0534543642,9780534543648,en-US,582,97,7,Wadsworth Publishing Company,21.0
31823,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,0826468950,9780826468956,en-GB,544,20,4,Bloomsbury Academic,20.0
31826,Western Philosophy: An Anthology,John Cottingham,4.04,0631186271,9780631186274,eng,656,71,7,Wiley-Blackwell,27.0
31833,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker,4.05,0812695836,9780812695830,eng,227,1774,35,Open Court,18.0
31836,Bullshit and Philosophy,Gary L. Hardcastle,3.68,0812696115,9780812696110,en-US,288,72,9,Open Court,17.0
31837,The Consolation of Philosophy,Boethius,3.98,0140447806,9780140447804,eng,192,8318,373,Penguin Classics,24.0
31839,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,019514581X,9780195145816,eng,675,435,14,Oxford University Press  USA,21.0
31842,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene,3.7,0812696018,9780812696011,en-US,288,196,18,Open Court,17.0
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas,3.89,0226066665,9780226066660,eng,208,439,17,University of Chicago Press,19.0
31851,An Introduction to Political Philosophy,Jonathan Wolff,4.11,019929609X,9780199296095,eng,215,767,44,Oxford University Press  USA,17.0
31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan,4.13,0691019584,9780691019581,eng,720,148,7,Princeton University Press,56.0
31854,Philosophy: The Basics,Nigel Warburton,3.84,0203506413,9780415327732,eng,169,830,70,Routledge,19.0
31855,A Young Person's Guide To Philosophy,Jeremy Weate,3.92,0789430746,9780789430748,eng,64,58,8,DK Children,25.0
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff,4.07,0465056741,9780465056743,eng,640,1145,56,Basic Books,24.0
31860,Practical Philosophy,Immanuel Kant,4.1,0521654084,9780521654081,eng,704,288,3,Cambridge University Press,24.0
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,3.71,0872204200,9780872204201,eng,103,24689,326,Hackett Publishing Company  Inc.,24.0
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe,3.99,0872207803,9780872207806,eng,416,341,21,Hackett Publishing Company  Inc.,18.0
31868,Logic and Philosophy: A Modern Introduction,Alan Hausman,3.78,0495128449,9780495128441,eng,525,9,0,Cengage Learning,17.0
31871,History of Political Philosophy,Leo Strauss,4.17,0226777103,9780226777108,eng,980,441,27,University of Chicago Press,36.0
31875,What Is Ancient Philosophy?,Pierre Hadot,4.19,0674013735,9780674013735,eng,384,400,42,Belknap Press,19.0
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel,4.05,0803272715,9780803272712,en-GB,487,54,5,University of Nebraska Press,28.0
31878,Seinfeld and Philosophy,William Irwin,3.5,0812694090,9780812694093,en-US,224,914,50,Open Court,24.0
31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,0130422533,9780130422538,eng,360,4,1,Pearson,19.0
31881,Introducing Philosophy,Dave Robinson,3.56,184046576X,9781840465761,en-GB,176,241,21,Icon Books,23.0
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin,3.91,081269502X,9780812695021,eng,280,1947,71,Open Court,21.0
31891,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,0415267633,9780415267632,eng,328,348,23,Routledge,22.0
31894,Ancient Philosophy,Anthony Kenny,3.98,0198752725,9780198752721,eng,341,260,20,Oxford University Press  USA,17.0
31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard,3.75,0812694538,9780812694536,eng,250,293,9,Open Court,19.0
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,0898702623,9780898702620,eng,140,437,52,Ignatius Press,33.0
31904,Philosophy of Religion,John Harwood Hick,3.68,0136626289,9780136626282,en-US,160,180,11,Pearson,34.0
31910,Early Greek Philosophy,Jonathan Barnes,4.09,0140448152,9780140448153,eng,336,2088,44,Penguin Books,21.0
31911,Contemporary Political Philosophy,Will Kymlicka,4.0,0198782748,9780198782742,eng,512,594,17,Oxford University Press  USA,22.0
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South,4.06,0812695313,9780812695311,eng,335,2519,85,Open Court,20.0
31916,Philosophy: The Classics,Nigel Warburton,3.89,0415356296,9780415356299,eng,257,337,26,Routledge,25.0
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,0195325923,9780195325928,eng,832,19,1,Oxford University Press  USA,16.0
31923,Three Books of Occult Philosophy,Cornelius Agrippa,4.1,0875428320,9780875428321,eng,1024,1245,28,Llewellyn Publications,31.0
31925,Philosophy Made Simple,Robert Hellenga,3.39,031601334X,9780316013345,eng,304,501,84,Back Bay Books,16.0
31929,The Philosophy of Biology,David L. Hull,3.89,0198752121,9780198752127,eng,784,14,3,Oxford University Press  USA,25.0
31938,Ten Great Works of Philosophy,Robert Paul Wolff,3.74,0451528301,9780451528308,en-US,592,95,11,Signet,21.0
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,0691020167,9780691020167,eng,424,2815,48,Princeton University Press,42.0
31960,The Best American Sports Writing 2003,Buzz Bissinger,3.87,0618251324,9780618251322,eng,352,53,2,Mariner Books,20.0
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,0060838639,9780060838638,eng,451,2539,331,William Morrow Paperbacks,18.0
31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,0596009410,9780596009410,eng,864,96,6,O'Reilly Media,18.0
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon,4.19,078511677X,9780785116776,eng,152,10769,282,Marvel,16.0
31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,0744001404,9780744001402,eng,272,388,10,BradyGames,22.0
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman,3.7,078512019X,9780785120193,eng,144,1409,28,Marvel,17.0
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon,4.17,0785115315,9780785115311,eng,152,24262,557,Marvel,17.0
31980,Cross-X,Joe  Miller,3.8,0374131945,9780374131944,eng,480,189,40,Farrar Straus Giroux,17.0
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon,4.24,0785117598,9780785117599,eng,152,8900,241,Marvel,16.0
31983,X/1999  Volume 01: Prelude,CLAMP,3.96,1569319499,9781569319499,eng,200,3138,68,VIZ Media LLC,20.0
31985,X/1999  Volume 02: Overture,CLAMP,4.03,1569319502,9781569319505,en-US,192,1092,10,VIZ Media LLC,20.0
31992,鋼之鍊金術師 1,Hiromu Arakawa,4.5,9861146091,9789861146096,zho,183,9,1,東立,19.0
31993,鋼之鍊金術師 6,Hiromu Arakawa,4.58,9861146148,9789861146140,zho,191,5,0,東立,19.0
31994,鋼之鍊金術師 10,Hiromu Arakawa,4.6,9861156534,9789861156538,zho,188,3,0,東立,18.0
31995,鋼之鍊金術師 4,Hiromu Arakawa,4.55,9861146121,9789861146126,zho,189,5,0,東立,19.0
31996,鋼之鍊金術師 9,Hiromu Arakawa,4.57,9861156526,9789861156521,zho,184,4,0,東立,19.0
31997,鋼之鍊金術師 5,Hiromu Arakawa,4.56,986114613X,9789861146133,zho,189,6,0,東立,19.0
31998,鋼之鍊金術師 2,Hiromu Arakawa,4.52,9861146105,9789861146102,zho,185,5,0,東立,19.0
31999,鋼之鍊金術師 7,Hiromu Arakawa,4.57,9861146156,9789861146157,zho,191,5,0,東立,19.0
32016,The Gospel According to Job,Mike Mason,4.46,158134449X,9781581344493,eng,448,138,19,Crossway Books,21.0
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,0240805410,9780240805412,en-US,414,5,0,Focal Press,20.0
32053,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,1853264172,9781853264177,eng,704,1564,25,Wordsworth Editions,29.0
32060,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,0670000965,9780670000968,en-GB,303,85,8,Penguin/Viking Compass (Non-Classics),62.0
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,0141180307,9780141180304,eng,512,199,12,Penguin Classics,26.0
32070,The Complete Poems,D.H. Lawrence,4.01,0140186573,9780140186574,eng,1088,62,3,Penguin Classics,29.0
32071,Sons and Lovers,D.H. Lawrence,3.63,0375753737,9780375753732,eng,654,39333,1250,Modern Library Classics,24.0
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence,3.49,0521294304,9780521294300,eng,556,27,1,Cambridge University Press,21.0
32078,Amnesia Moon,Jonathan Lethem,3.49,015603154X,9780156031547,eng,256,2953,230,Mariner Books,18.0
32080,Paul Revere's Ride,David Hackett Fischer,4.12,0195098315,9780195098310,eng,464,3907,208,Oxford University Press  USA,28.0
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,019512121X,9780195121216,eng,552,204,33,Oxford University Press  USA,24.0
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,0195023668,9780195023664,eng,252,17,1,Oxford University Press  USA,45.0
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,0231121911,9780231121910,eng,192,172,10,Columbia University Press,23.0
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,0449910830,9780449910832,eng,452,2149,256,Ballantine Books,25.0
32097,The Age of Grief,Jane Smiley,3.81,0385721870,9780385721875,eng,224,1389,123,Anchor,21.0
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,1400033179,9781400033171,eng,304,696,49,Anchor,18.0
32102,Venetia,Georgette Heyer,4.1,0373771665,9780373771660,eng,364,10067,789,Hqn,17.0
32103,Lady of Quality,Georgette Heyer,3.88,0099474468,9780099474463,eng,267,5927,458,Arrow,18.0
32104,False Colours,Georgette Heyer,3.86,0099476339,9780099476337,eng,303,4457,330,Arrow,18.0
32105,Sylvester,Georgette Heyer,4.11,0373836082,9780373836086,eng,410,10231,636,Harlequin,19.0
32106,The Convenient Marriage,Georgette Heyer,3.68,0099474425,9780099474425,eng,272,9272,861,Arrow,18.0
32107,Sprig Muslin,Georgette Heyer,3.81,0099476355,9780099476351,eng,268,5030,406,Arrow,18.0
32108,The Talisman Ring,Georgette Heyer,4.02,0099474395,9780099474395,eng,268,5550,478,Arrow,18.0
32110,The Nonesuch,Georgette Heyer,4.04,0099474387,9780099474388,eng,304,7204,460,Arrow,18.0
32111,The Foundling,Georgette Heyer,3.87,0373835493,9780373835492,eng,406,3716,270,Harlequin,20.0
32113,Ali and Nino,Kurban Said,3.92,0099283220,9780099283225,eng,237,147,22,Vintage/Ebury,23.0
32115,Ali und Nino,Kurban Said,3.92,3548601316,9783548601311,ger,304,39,2,List,21.0
32121,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,0755321367,9780755321360,eng,352,132,15,Headline,17.0
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,9781933397498,eng,448,772,99,Felony & Mayhem,17.0
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,0747267197,9780747267195,eng,448,301,24,Headline,21.0
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,0755321383,9780755321384,eng,352,104,11,Headline,17.0
32129,Spiritual Midwifery,Ina May Gaskin,4.38,1570671044,9781570671043,eng,482,5166,429,Book Publishing Company (TN),21.0
32130,Monday Night Class,Stephen Gaskin,3.89,1570671818,9781570671814,en-US,191,59,4,Book Publishing Company,18.0
32137,Summer of the Dragon,Elizabeth Peters,3.92,0380731223,9780380731220,eng,352,2419,102,HarperCollins,22.0
32138,Devil May Care,Elizabeth Peters,3.87,0380731150,9780380731152,eng,352,2233,109,Avon,22.0
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,0380731959,9780380731954,eng,389,12389,364,Avon,23.0
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley,3.91,0786710659,9780786710652,eng,512,161,9,Running Press,21.0
32154,The Best American Classics,Cook's Illustrated Magazine,4.14,1933615036,9781933615035,eng,421,35,4,Cook's Illustrated,17.0
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,0936184922,9780936184920,eng,206,37,1,America's Test Kitchen,18.0
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,0936184728,9780936184722,eng,212,26,0,Boston Common Press,20.0
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,0964017938,9780964017931,eng,232,15,1,Cook's Illustrated,28.0
